segment_id,document_id,component_id,section_id,source_sha256,source_text,target_text,status
O006-PSU-006-S0012,O006-PSU-006,Lesson05,overview,265a3aa4cef93cb2be0572be1e98c1ffc98922e029c4f44f0fbe6baf45dbd158,"This lesson advances your understanding of maximum likelihood estimation (MLE) by focusing on its practical implementation, particularly through numerical methods in R. You will learn to compute MLEs for single and multiple parameter models using techniques such as grid search and the Newton-Raphson algorithm, with an emphasis on the optim function in R. Additionally, this lesson introduces essential R programming skills, including basic operations, vector and data frame manipulation, summary statistics, plotting, and working with statistical distributions like the normal and exponential. Through examples, you will explore how to evaluate likelihood and log-likelihood functions, simulate random variables, and estimate parameters numerically. By the end of this lesson, you will be proficient in applying MLE in real-world scenarios and leveraging R for statistical analysis, setting the stage for more advanced inference techniques.","Pelajaran ini memperdalam pemahaman Anda tentang pendugaan kemungkinan maksimum (MLE) dengan berfokus pada penerapan praktisnya, khususnya melalui metode numerik dalam R. Anda akan mempelajari cara menghitung MLE untuk model berparameter tunggal dan model multiparameter menggunakan teknik seperti pencarian grid dan algoritma Newton–Raphson, dengan penekanan pada fungsi optim dalam R. Selain itu, pelajaran ini memperkenalkan keterampilan pemrograman R yang penting, termasuk operasi dasar, manipulasi vektor dan kerangka data (data frame), statistik ringkasan, pembuatan grafik, serta penggunaan distribusi statistik seperti distribusi Normal dan Eksponensial. Melalui berbagai contoh, Anda akan mempelajari cara mengevaluasi fungsi kemungkinan dan fungsi log-kemungkinan, menyimulasikan peubah acak, serta menduga parameter secara numerik. Setelah menyelesaikan pelajaran ini, Anda akan mampu menerapkan MLE dalam situasi dunia nyata dan memanfaatkan R untuk analisis statistik sebagai landasan bagi teknik inferensi yang lebih lanjut.",translated
O006-PSU-006-S0013,O006-PSU-006,Lesson05,objectives,eba92953899468e3f79c084370cc455f39c256e77b5277ff480e3384ff9ecc27,Objectives,Tujuan,translated
O006-PSU-006-S0014,O006-PSU-006,Lesson05,objectives,25aef8be8be2a587942663b20614423b057589f18636ba6d72bd7bf691a84629,"Upon completion of this lesson, you should be able to:","Setelah menyelesaikan pelajaran ini, Anda diharapkan mampu:",translated
O006-PSU-006-S0015,O006-PSU-006,Lesson05,objectives,5a681afcbde7412042ad0c7224bec94b254a52c8ad0b328b572e325c641d3ea3,"Numerically estimate MLEs for a range of single parameter models and multiple parameter models using optim in R in situations where data values are given, and","Melakukan pendugaan kemungkinan maksimum (MLE) secara numerik untuk berbagai model berparameter tunggal dan model multiparameter menggunakan optim dalam R ketika nilai data tersedia, dan",translated
O006-PSU-006-S0016,O006-PSU-006,Lesson05,objectives,4203340cd67859382884987e7da8099a909cb40ee0706357b3038dc20bd1ec9e,"Use R to numerically simulate random variables from standard distributions, and also find pdfs, CDFs, and quantiles of standard distributions, including the normal, exponential, Poisson, geometric, and binomial distributions.","Menggunakan R untuk menyimulasikan peubah acak secara numerik dari distribusi baku, serta menentukan PDF, CDF, dan kuantil distribusi baku, termasuk distribusi Normal, Eksponensial, Poisson, Geometrik, dan Binomial.",translated
O006-PSU-006-S0017,O006-PSU-006,Lesson05,introduction-to-r,3cdbbcd65530f0daa850902535d6ee80e888bf84aa7f2593ecfe3021fa4d56c8, Introduction to R, Pengantar R,translated
O006-PSU-006-S0018,O006-PSU-006,Lesson05,basic-operations-in-r,eb38c6d06fc5632b7c72aa185b17541a0c36447e82552ab742656eff4089dc1f, Basic Operations in R, Operasi Dasar dalam R,translated
O006-PSU-006-S0019,O006-PSU-006,Lesson05,basic-operations-in-r,766ae9087a5e96a9a7866738dedebd2f8079a5b0ebaf756a913a0a69614ce2ad,R can be used as a scientific calculator. The following shows a small subset of the calculator like functions that can be done in R.,R dapat digunakan sebagai kalkulator ilmiah. Berikut ini ditunjukkan sebagian kecil operasi serupa kalkulator yang dapat dilakukan dalam R.,translated
O006-PSU-006-S0020,O006-PSU-006,Lesson05,basic-operations-in-r,5ab07ebfa3ba843552517ae06cbf89c4ef0b1c613f3eb2d75a061ba0a23c1a8f,"Note that in R, and statistics and probability in general, the “log” function is, by default, the natural logarithm (base ","Perhatikan bahwa dalam R, dan dalam statistika serta peluang secara umum, fungsi “log” secara bawaan adalah logaritma natural (berbasis ",translated
O006-PSU-006-S0021,O006-PSU-006,Lesson05,basic-operations-in-r,495c09adb4962814d13f9072c7bdeda245973f43f8081d68b6f778e17806ee4d,"). In mathematics, this is typically denoted by ","). Dalam matematika, fungsi ini biasanya dinotasikan sebagai ",translated
O006-PSU-006-S0022,O006-PSU-006,Lesson05,basic-operations-in-r,5f5dadce86d06c279b4dc5299f3b74ce60142f8ce52e25713cc8fd92f10cf352,", but in statistics, this is almost always denoted simply by ",", tetapi dalam statistika, fungsi ini hampir selalu dinotasikan hanya sebagai ",translated
O006-PSU-006-S0023,O006-PSU-006,Lesson05,basic-operations-in-r,e0487ad68329f6252f689aebc3ae3d3ba9fc7776f23acf7d0b50473e0390835c,One can see this from the following code:,Hal ini dapat dilihat dari kode berikut:,translated
O006-PSU-006-S0024,O006-PSU-006,Lesson05,defining-and-storing-scalars-and-vectors,ae9d97b0763b59608d0ba9f091bd518baec9855782361e502310e44663e43981, Defining and storing scalars and vectors, Mendefinisikan dan menyimpan skalar serta vektor,translated
O006-PSU-006-S0025,O006-PSU-006,Lesson05,defining-and-storing-scalars-and-vectors,f1b3e268bf1bd6eccf841c4d70044023df04d7e58b7093757a095ce76cb13262,"In general, you want to type your R code in a text file with the “.r” or “.R” extension, and then send lines or blocks of code to the R console. This lets you change code easily, save your work, and copy/paste it for use in other scenarios.","Secara umum, sebaiknya Anda mengetik kode R dalam berkas teks berekstensi “.r” atau “.R”, lalu mengirim baris atau blok kode tersebut ke konsol R. Dengan cara ini, Anda dapat mengubah kode dengan mudah, menyimpan pekerjaan, serta menyalin dan menempelkannya untuk digunakan dalam situasi lain.",translated
O006-PSU-006-S0026,O006-PSU-006,Lesson05,defining-and-storing-scalars-and-vectors,fb046cf5882fb275d1dc3bb3b27e3dd432898a60b5006c3919332fecafad81dd,You will often want to store numbers as variables. You can then use those variables for calculations. Here’s a very simple example of multiplying two numbers together:,Anda akan sering perlu menyimpan bilangan sebagai variabel. Variabel tersebut kemudian dapat digunakan dalam perhitungan. Berikut contoh yang sangat sederhana untuk mengalikan dua bilangan:,translated
O006-PSU-006-S0027,O006-PSU-006,Lesson05,defining-and-storing-scalars-and-vectors,5cd41871cf0c096bb36f0108ab4a10f8cb16c9667a56f4225ef47aabdf61002c,"We often want to work with multiple numbers, stored in a “vector” of numbers. R handles vectors (and matrices!) naturally. We can create a vector by using the ",Kita sering perlu bekerja dengan beberapa bilangan yang disimpan dalam sebuah “vektor” bilangan. R menangani vektor (dan matriks!) secara alami. Kita dapat membuat vektor menggunakan perintah ,translated
O006-PSU-006-S0028,O006-PSU-006,Lesson05,defining-and-storing-scalars-and-vectors,fa4cbd8e8e77577c2d8e4898eecd02bac4311e49eed811b61e15ac598121d06a, command in R (which stands for “concatenate”), dalam R (singkatan dari “concatenate” atau menggabungkan),translated
O006-PSU-006-S0029,O006-PSU-006,Lesson05,defining-and-storing-scalars-and-vectors,bc19c482f94b22712ab0f72ba245ee898fe6e79a000da566518a30d51602d1e6,"This has created two vectors, u and v, each with four elements. If we apply standard math operations to vectors, R’s default behavior is to apply those operations to each element. The code below illustrates this.","Kode tersebut telah membuat dua vektor, u dan v, yang masing-masing memiliki empat elemen. Jika kita menerapkan operasi matematika baku pada vektor, perilaku bawaan R adalah menerapkan operasi tersebut pada setiap elemen. Kode berikut mengilustrasikan hal ini.",translated
O006-PSU-006-S0030,O006-PSU-006,Lesson05,subsetting-vectors,8c57c983b90ce7267c131cf6438f2119f807ae2e7e89c519ac869691a277671b, Subsetting vectors, Membuat subset vektor,translated
O006-PSU-006-S0031,O006-PSU-006,Lesson05,subsetting-vectors,11930892a4d1fa69d2a9defc626496d0d73a8077992a71390bab6f98f50dcf0d,"We often have data or parameters stored in a vector, but only want to access one element, or a few elements, of that vector. Indexing in R is done using the square brackets: [ ]","Data atau parameter sering disimpan dalam sebuah vektor, tetapi kita mungkin hanya ingin mengakses satu atau beberapa elemen vektor tersebut. Pengindeksan dalam R dilakukan menggunakan tanda kurung siku: [ ]",translated
O006-PSU-006-S0032,O006-PSU-006,Lesson05,logical-statements-and-the-which-command,c580740be0591886f6b69a744c778d812a8fdf5f353d3516e11706d68df54d94, Logical statements and the , Pernyataan logis dan perintah ,translated
O006-PSU-006-S0033,O006-PSU-006,Lesson05,logical-statements-and-the-which-command,5626488f6c83859cf2990cd0e87498a219c0a2a5adf30d45086a4a3c9efffb83, command, dalam R,translated
O006-PSU-006-S0034,O006-PSU-006,Lesson05,logical-statements-and-the-which-command,002e931939685c16ca1807c01e636da7dc2121992489442391421bebd5754cdf,One important way we will subset vectors is through logical arguments. R allows us to check whether a logical statement is TRUE or FALSE. This is most often done using the ,Salah satu cara penting untuk membuat subset vektor adalah melalui argumen logis. R memungkinkan kita memeriksa apakah suatu pernyataan logis bernilai TRUE atau FALSE. Pemeriksaan ini paling sering dilakukan menggunakan operator ,translated
O006-PSU-006-S0035,O006-PSU-006,Lesson05,logical-statements-and-the-which-command,a9e8673452d7bd36b792d18e852f52a535e9733589d8acc37f8f88e9d4b1b171,", or ",", atau ",translated
O006-PSU-006-S0036,O006-PSU-006,Lesson05,logical-statements-and-the-which-command,48f1ad5347d2e69dac0bafc16a2af1e45557ac131a8e2f18740436c794284534, commands. Note that testing whether or not two numbers are equal must be done with double equal signs , sebagai operator. Perhatikan bahwa pengujian apakah dua bilangan sama harus dilakukan menggunakan dua tanda sama dengan ,translated
O006-PSU-006-S0037,O006-PSU-006,Lesson05,logical-statements-and-the-which-command,18d35eaa0a07c216695b42a766fe64361768488cc8d1dacf6edd844b89fd7cfb,", not a single equal sign ",", bukan satu tanda sama dengan ",translated
O006-PSU-006-S0038,O006-PSU-006,Lesson05,logical-statements-and-the-which-command,ae0ba7a25d1711b636850d6305300238608fdca10d9ab71346bda60d010eebf6,", which is used to assign a value to a variable.",", yang digunakan untuk menetapkan nilai pada suatu variabel.",translated
O006-PSU-006-S0039,O006-PSU-006,Lesson05,logical-statements-and-the-which-command,89a4ed6dbfb75fbfaeca643d612f6e955a161e8d6ede2d355516e52450f30d5c,"Here are some examples of checking logical statements in R. Note that logical statements can be applied elementwise to vectors, just like mathematical operations can.","Berikut beberapa contoh pemeriksaan pernyataan logis dalam R. Perhatikan bahwa pernyataan logis dapat diterapkan per elemen pada vektor, sama seperti operasi matematika.",translated
O006-PSU-006-S0040,O006-PSU-006,Lesson05,logical-statements-and-the-which-command,2316e7f0087b048345f9f298318e1fabc02f2db9f3cc28b8650dfcffd512f3c9,A common task in statistical analyses (See Section 4 for examples!) is to find which elements of a vector satisfy certain criteria. The commands to do so in R revolve around the ,Tugas yang umum dalam analisis statistik (lihat Bagian 4 sebagai contoh!) adalah menentukan elemen vektor mana yang memenuhi kriteria tertentu. Perintah R untuk melakukannya berpusat pada ,translated
O006-PSU-006-S0041,O006-PSU-006,Lesson05,logical-statements-and-the-which-command,c781aa482e8ba50b81d0454f46848c137051e4696c7ed42f158a9f20cb33bb6c, command. Here are some examples:, tersebut. Berikut beberapa contohnya:,translated
O006-PSU-006-S0042,O006-PSU-006,Lesson05,creating-data-frames,bdbb648b37f5b024433f16057700f3a8172bd1355b7364f07462e54e95615153, Creating Data Frames, Membuat Kerangka Data,translated
O006-PSU-006-S0043,O006-PSU-006,Lesson05,creating-data-frames,53d3d94b02f9dca511d58bff5516670dbb54557ba465d91afb0c4dd7bb27209d,The R ,Struktur ,translated
O006-PSU-006-S0044,O006-PSU-006,Lesson05,creating-data-frames,c84d783c7230eb172c0c6d73c3b0dd382f8b466b6b2b37b26b85ebb150e7b10a," is a very important data structure. It allows you to store a “matrix” of data that is a mix of numeric columns (like response variables) and character columns (like human-readable names of treatments). Consider a farming example in which 10 plots were assigned either Fertilizer X (plots 1-5) or Fertilizer Y (plots 6-10). We will create a data frame that has this information in it, together with the response (corn yield at each plot).", dalam R merupakan struktur data yang sangat penting. Struktur ini memungkinkan Anda menyimpan sebuah “matriks” data yang memadukan kolom numerik (seperti peubah respons) dan kolom karakter (seperti nama perlakuan yang mudah dibaca manusia). Pertimbangkan sebuah contoh pertanian dengan 10 petak yang diberi Pupuk X (petak 1-5) atau Pupuk Y (petak 6-10). Kita akan membuat sebuah kerangka data yang memuat informasi ini beserta responsnya (hasil panen jagung pada setiap petak).,translated
O006-PSU-006-S0045,O006-PSU-006,Lesson05,creating-data-frames,67ec5c37d8abbab3ec53bbf325f4dcf46c69bac2206b3fe46fe926b6a6f652a1,"First, we will create a numeric vector of the plot number. The code below shows you two equivalent ways to do this.","Pertama, kita akan membuat vektor numerik berisi nomor petak. Kode berikut menunjukkan dua cara yang setara untuk melakukannya.",translated
O006-PSU-006-S0046,O006-PSU-006,Lesson05,creating-data-frames,6e8d98c308524344f3c01385205a12ac44a4566a203ad3743c4e66e6ab35fd74,"Next, we will create the character vector of treatments. Note that you need to put letters in parentheses, or R will assume that the letter is a name of a vector or scalar already defined in R. See Section 3.2 for examples.","Selanjutnya, kita akan membuat vektor karakter untuk perlakuan. Perhatikan bahwa karakter harus ditulis di dalam tanda kutip; jika tidak, R akan menganggapnya sebagai nama vektor atau skalar yang telah didefinisikan dalam R. Lihat Subbagian 5.1.2 sebagai contoh.",translated
O006-PSU-006-S0047,O006-PSU-006,Lesson05,creating-data-frames,f1d21e7552f659e680384a0a94637d8428e55e5311d118ca408e4cabb509eb94,Now we will create a vector of responses,Sekarang kita akan membuat sebuah vektor respons,translated
O006-PSU-006-S0048,O006-PSU-006,Lesson05,creating-data-frames,97a850f955be46649d7de88962c99d9641f315d9f3657d15ae04346136abca9b,"And finally, we will put these all together into a ","Terakhir, kita akan menggabungkan semuanya ke dalam sebuah ",translated
O006-PSU-006-S0049,O006-PSU-006,Lesson05,summary-statistics-in-r,56ffe1cbd93bd7f6891732974ca82723feb7b1269f54fb40e3b7e6c5a5997a46, Summary statistics in R, Statistik ringkasan dalam R,translated
O006-PSU-006-S0050,O006-PSU-006,Lesson05,summary-statistics-in-r,103c5169871d49be7a2ebf9e6fe4720244cbf1fdbccdbfaca489898ea069504c,The ,Fungsi ,translated
O006-PSU-006-S0051,O006-PSU-006,Lesson05,summary-statistics-in-r,65bfe07c05c057247a824f0a76924bc1f6d0472963a3dd469ceaa8e118af1374," function can tell you a lot about a data frame, as it computes the minimum, maximum, mean, and median of each numeric column."," dapat memberikan banyak informasi tentang sebuah kerangka data karena fungsi ini menghitung nilai minimum, maksimum, rataan, dan median setiap kolom numerik.",translated
O006-PSU-006-S0052,O006-PSU-006,Lesson05,summary-statistics-in-r,d531b206c00d0d952fc54efa035c99f1e8db8a19fd682fda7dc3f639a6294a29,"You can also use R to get means, variances, and standard deviations of whole vectors:","Anda juga dapat menggunakan R untuk memperoleh rataan, varians, dan simpangan baku seluruh vektor:",translated
O006-PSU-006-S0053,O006-PSU-006,Lesson05,summary-statistics-in-r,8f0f559f06971540be303e2976799a040c3a3abd6b962045cae90d61f4b7d5d9,or even subsets of vectors,atau bahkan subset vektor,translated
O006-PSU-006-S0054,O006-PSU-006,Lesson05,simple-plotting-in-r,43f50e110f17a6f3961d0444d6788de29380b6f627d3d89afd09ea3effe1e8e0, Simple Plotting in R, Pembuatan Grafik Sederhana dalam R,translated
O006-PSU-006-S0055,O006-PSU-006,Lesson05,simple-plotting-in-r,5aa8a659088b50d0394536ccd0419555e091597d551b3f74fb34bffb4187ddad,R can be used for plotting data as well. Having the data into a ,R juga dapat digunakan untuk membuat grafik data. Menyimpan data dalam sebuah ,translated
O006-PSU-006-S0056,O006-PSU-006,Lesson05,simple-plotting-in-r,5798db4e117e1f6445aed532e7558b85a9938ff2b773ccdf3bcf3ca938d0cdbd," object can make plotting and data analysis easier. For example, we can plot a boxplot of the corn yield data using the "," dapat mempermudah pembuatan grafik dan analisis data. Sebagai contoh, kita dapat membuat boxplot data hasil panen jagung menggunakan perintah ",translated
O006-PSU-006-S0057,O006-PSU-006,Lesson05,simple-plotting-in-r,5626488f6c83859cf2990cd0e87498a219c0a2a5adf30d45086a4a3c9efffb83, command, tersebut,translated
O006-PSU-006-S0058,O006-PSU-006,Lesson05,simple-plotting-in-r,60989c5285d320bab1bc4745fc27de50b20cb12db6430d98f61e8b5fc839d494,"
Fig 5.1
","
Gambar 5.1
",translated
O006-PSU-006-S0059,O006-PSU-006,Lesson05,simple-plotting-in-r,9fc4efbd9a1ced196aa28e7157ea3528ff27fbff4480295646b1fc2e67c74576,Histograms can be plotted using the ,Histogram dapat dibuat menggunakan perintah ,translated
O006-PSU-006-S0060,O006-PSU-006,Lesson05,simple-plotting-in-r,86afd4fa503fefddaacb2edc97185cf31a4123414c5c89204372ed0f8f884592, command., tersebut.,translated
O006-PSU-006-S0061,O006-PSU-006,Lesson05,simple-plotting-in-r,ad1bbf33678270f30c7f1ffd70b6eddb00b671fef8689bc26e588b83b3693e5c,"
Fig 5.2
","
Gambar 5.2
",translated
O006-PSU-006-S0062,O006-PSU-006,Lesson05,simple-plotting-in-r,5bb61300eec70a5bcd64d03640fb80ce5598d4fb790bfd3e6de62b62de307b35,And numeric data can be plotted as a scatterplot using the ,Data numerik juga dapat ditampilkan sebagai diagram pencar menggunakan perintah ,translated
O006-PSU-006-S0063,O006-PSU-006,Lesson05,simple-plotting-in-r,86afd4fa503fefddaacb2edc97185cf31a4123414c5c89204372ed0f8f884592, command., tersebut.,translated
O006-PSU-006-S0064,O006-PSU-006,Lesson05,simple-plotting-in-r,d923dc72d93ec59c0a604b51e682206e34e80b2737a9562c3445c8d7ec7ecc6d,"
Fig 5.3
","
Gambar 5.3
",translated
O006-PSU-006-S0065,O006-PSU-006,Lesson05,simple-plotting-in-r,5c7e1b154d8a8a9e220b5f29eb03b9de6ede29bac7f2f538e7487fd793751623,"You will often need to include R graphics in your homework solutions. Once you have made the plot, you can right click on the figure in Rstudio, and then copy the image which can then be pasted into a Word document (or similar document).","Anda akan sering perlu menyertakan grafik R dalam jawaban pekerjaan rumah. Setelah membuat grafik, Anda dapat mengeklik kanan gambar tersebut di RStudio, menyalinnya, lalu menempelkannya ke dokumen Word (atau dokumen sejenis).",translated
O006-PSU-006-S0066,O006-PSU-006,Lesson05,statistical-distributions-in-r,e1ef6df7cc3d037a1875f483204eafc83aff05ce43acfb1f94c75989471f8956, Statistical Distributions in R, Distribusi Statistik dalam R,translated
O006-PSU-006-S0067,O006-PSU-006,Lesson05,help-files-in-r,548d68bded7cbddfc3596f9ff1e9d85ef8992e76153d539cc35fe0688351714c,Help files in R,Berkas bantuan dalam R,translated
O006-PSU-006-S0068,O006-PSU-006,Lesson05,help-files-in-r,bf67005fd27ec199892a813bd3b26665fcc5bf3ae24f32d394c9c95905893da0,"There are many functions in R - too many for any person to memorize all of the functions needed for most analyses. R also has a very robust system of documentation, as long as you know what to look for. In particular, if you know the name of a function that you need help with, R can help you very easily (see below). But if you don’t know what the name is for a function that does something you want to do, then your best bet is to search for that function on the internet using your favorite search engine.","Ada banyak fungsi dalam R - terlalu banyak untuk dihafal seluruhnya oleh siapa pun ketika melakukan sebagian besar analisis. R juga memiliki sistem dokumentasi yang sangat lengkap, asalkan Anda mengetahui apa yang perlu dicari. Khususnya, jika Anda mengetahui nama fungsi yang memerlukan bantuan, R dapat membantu dengan sangat mudah (lihat di bawah). Namun, jika Anda tidak mengetahui nama fungsi yang melakukan sesuatu yang ingin dikerjakan, pilihan terbaik adalah mencari fungsi tersebut di internet menggunakan mesin pencari pilihan Anda.",translated
O006-PSU-006-S0069,O006-PSU-006,Lesson05,help-files-in-r,4f547fd4407288d03fb57b5c4852f57daea784b8c49004edad2d2cd8d5557383,"For example, if you want to know how to find the CDF of a Normal distribution in R, searching something like “CDF normal distribution in R” will quickly give you many results that point you to the ","Sebagai contoh, jika ingin mengetahui cara memperoleh CDF distribusi Normal dalam R, pencarian seperti “CDF distribusi normal dalam R” akan segera memberikan banyak hasil yang mengarahkan Anda ke fungsi ",translated
O006-PSU-006-S0070,O006-PSU-006,Lesson05,help-files-in-r,d6cd9e2afb4d7663ef36cf6ea8691ef3335991fef962add0467aeb941a97bc28, function., dalam R.,translated
O006-PSU-006-S0071,O006-PSU-006,Lesson05,help-files-in-r,489019a76b1b023b8d0c824c0f036440638282305b96121b7eaf25dd0af10892,"Once you know the function you may want to use, you can access R’s help files for that function by typing ","Setelah mengetahui fungsi yang ingin digunakan, Anda dapat membuka berkas bantuan R untuk fungsi tersebut dengan mengetik ",translated
O006-PSU-006-S0072,O006-PSU-006,Lesson05,help-files-in-r,e1a3e78cb5c8858631bf81f94369a0be3fd2aebb9e852e66368b381c8feef91f, or , atau ,translated
O006-PSU-006-S0073,O006-PSU-006,Lesson05,help-files-in-r,73542ea8008d5343fb440072a5e63986358eacf284373fc0002da7b1dd7750c3," into the R console. Note, that you should replace ", pada konsol R. Perhatikan bahwa Anda harus mengganti ,translated
O006-PSU-006-S0074,O006-PSU-006,Lesson05,help-files-in-r,4b14f92f9dca99c627f790d4884b444865734045178811bc27a5cc5e4749638b, with whatever function you are looking for help with., dengan nama fungsi yang ingin Anda cari bantuannya.,translated
O006-PSU-006-S0075,O006-PSU-006,Lesson05,r-functions-for-statistical-distributions,d36783456ebf498ffbcfde9e55edd3c2dc520f075de3788e7e4fd8bd813a2278,R Functions for Statistical Distributions,Fungsi R untuk Distribusi Statistik,translated
O006-PSU-006-S0076,O006-PSU-006,Lesson05,r-functions-for-statistical-distributions,1b455a9e65c2cbbd802490de39f17107739ead3b8495637eab6e56d061b3d765,R is a great statistical software for working with distributions. Three main tasks related to random variables that R is very good at are:,R merupakan perangkat lunak statistik yang sangat baik untuk bekerja dengan distribusi. Tiga tugas utama terkait peubah acak yang dapat ditangani R dengan sangat baik adalah:,translated
O006-PSU-006-S0077,O006-PSU-006,Lesson05,r-functions-for-statistical-distributions,751cc13231152793f334ce2b8b1692c53279cd25b82fb1beb952f3f99baa51e7,Drawing random variables from a given distribution,Membangkitkan peubah acak dari suatu distribusi tertentu,translated
O006-PSU-006-S0078,O006-PSU-006,Lesson05,r-functions-for-statistical-distributions,3780a9f667daa4695259b480d736a4c647ab3e66756b04ba80d12199544ec8c2,Calculating the pdf or pmf or likelihood of a distribution at a given observed value,Menghitung nilai fungsi kepadatan peluang (PDF) untuk distribusi kontinu atau fungsi massa peluang (PMF) untuk distribusi diskret pada suatu nilai amatan,translated
O006-PSU-006-S0079,O006-PSU-006,Lesson05,r-functions-for-statistical-distributions,bbc6467b5e9eaa58a052382c6ea74d6e7af81f6eb050ffe63de156154b95f8f5,Calculating quantiles and cdfs of distributions.,Menghitung kuantil dan CDF suatu distribusi.,translated
O006-PSU-006-S0080,O006-PSU-006,Lesson05,r-functions-for-statistical-distributions,9c78331a7189cb41985a1d31fb4e84895119bde15119db6bafb983fa78eb90a0,"In R, there is a pattern to functions related to a distribution. If a given distributions short name in R is “XXX”, then “rXXX” will draw a random variable from that distribution, “dXXX” will calculate the probability density function of that distribution, and “pXXX” will calculate the cumulative distribution function, and “qXXX” will calculate the quantile.","Dalam R, fungsi-fungsi yang berkaitan dengan distribusi mengikuti suatu pola. Jika nama singkat suatu distribusi dalam R adalah “XXX”, maka “rXXX” membangkitkan peubah acak dari distribusi tersebut, “dXXX” menghitung nilai kepadatan untuk distribusi kontinu atau nilai massa peluang untuk distribusi diskret, “pXXX” menghitung fungsi distribusi kumulatif, dan “qXXX” menghitung kuantil. Dengan amatan yang ditetapkan dan parameter yang diperlakukan sebagai peubah, nilai dari “dXXX” dapat menjadi satu faktor dalam fungsi kemungkinan.",translated
O006-PSU-006-S0081,O006-PSU-006,Lesson05,examples-from-the-gaussian-normal-distribution,05644b8eb9cbdd8a30d0446b846fc32c731c38481aed517f463412b0995c2105,Examples from the Gaussian (Normal) Distribution,Contoh dari Distribusi Gaussian (Normal),translated
O006-PSU-006-S0082,O006-PSU-006,Lesson05,examples-from-the-gaussian-normal-distribution,4316afc11c98d598e86d03604dd287e2f99193b96e5c4297318d5530cb07ab1e,"For example, let’s assume that each ","Sebagai contoh, anggap bahwa setiap ",translated
O006-PSU-006-S0083,O006-PSU-006,Lesson05,examples-from-the-gaussian-normal-distribution,01a47b9da2c79fcab0d5305815f2567c99006f283d58a65be195f7e4b580a901," is an independent, normally-distributed random variable with mean 3 and variance 4. R’s normally-distributed variable “short name” is “norm”, so to draw one random variable we could use the following code:"," merupakan peubah acak berdistribusi Normal yang saling bebas, dengan rataan 3 dan varians 4. Nama singkat peubah berdistribusi Normal dalam R adalah “norm”, sehingga kita dapat menggunakan kode berikut untuk membangkitkan satu peubah acak; seed 4150501 dicatat agar keluarannya dapat direproduksi:",translated
O006-PSU-006-S0084,O006-PSU-006,Lesson05,examples-from-the-gaussian-normal-distribution,81bde2af7e56293a5c1b50e9c814c4fe495cbca95d8a9eeb0d0616a597ecf547,Note that R uses the standard deviation ,Perhatikan bahwa R menggunakan simpangan baku ,translated
O006-PSU-006-S0085,O006-PSU-006,Lesson05,examples-from-the-gaussian-normal-distribution,68078c0ea6daa627a8e18f3b338e5d6784c6deee4cbe4936fea96b98ccb1700c," instead of the variance. If I wanted to draw 10 iid random variables, I could modify the "," alih-alih varians. Jika ingin membangkitkan 10 peubah acak iid, saya dapat mengubah argumen ",translated
